# mapping_set_id: https://w3id.org/commons/ols/mappings/efo.ols.sssom.tsv
# mapping_set_group: ols_sssom_extracts
# mapping_set_confidence: '0.7'
# other:
#   mapping_set_source: https://www.ebi.ac.uk/ols4/ontologies/efo
#   local_id: efo.ols
# local_name: efo.ols.sssom.tsv
# curie_map:
#   semapv: https://w3id.org/semapv/vocab/
#   owl: http://www.w3.org/2002/07/owl#
#   skos: http://www.w3.org/2004/02/skos/core#
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   chebi: http://purl.obolibrary.org/obo/chebi/
#   inchi: 'https://bioregistry.io/inchi:'
#   inchikey: 'https://bioregistry.io/inchikey:'
#   smiles: 'https://bioregistry.io/smiles:'
#   EFO: http://purl.obolibrary.org/obo/EFO_
#   PMID: http://www.ncbi.nlm.nih.gov/pubmed/
#   EFO_2: http://www.ebi.ac.uk/efo/EFO_
#   MO: http://purl.obolibrary.org/obo/MO_
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   SCTID: http://snomed.info/id/
#   MESH: http://id.nlm.nih.gov/mesh/
#   MedDRA: http://bioportal.bioontology.org/ontologies/MEDDRA?p=classes&conceptid=
#   OMIM: https://omim.org/entry/
#   Orphanet: http://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=EN&Expert=
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   CL: http://purl.obolibrary.org/obo/CL_
#   NCIt: http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=
#   DOID_2: 'https://www.ebi.ac.uk/ols/ontologies/doid/terms?obo_id=DOID:'
#   BTO: http://purl.obolibrary.org/obo/BTO_
#   EHDAA: http://purl.obolibrary.org/obo/EHDAA_
#   EMAPA: http://purl.obolibrary.org/obo/EMAPA_
#   FMA: http://purl.obolibrary.org/obo/FMA_
#   MA: http://purl.obolibrary.org/obo/MA_
#   MAT: http://purl.obolibrary.org/obo/MAT_
#   TAO: http://purl.obolibrary.org/obo/TAO_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   XAO: http://purl.obolibrary.org/obo/XAO_
#   MeSH: http://id.nlm.nih.gov/mesh/
#   SNOMEDCT: http://snomed.info/id/
#   ICD10: https://icd.who.int/browse10/2019/en#/
#   ICD9: http://www.icd9data.com/getICD9Code.ashx?icd9=
#   Wikipedia: http://en.wikipedia.org/wiki/
#   HGNC: 'https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:'
#   HP: http://purl.obolibrary.org/obo/HP_
#   NCIm: http://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   TADS: http://purl.obolibrary.org/obo/TADS_
#   TGMA: http://purl.obolibrary.org/obo/TGMA_
#   OMIMPS: https://omim.org/MIM:PS
#   AAO: http://purl.obolibrary.org/obo/AAO_
#   WBbt: http://purl.obolibrary.org/obo/WBbt_
#   ICD10CM: https://icd.codes/icd10cm/
#   MP: http://purl.obolibrary.org/obo/MP_
#   OGMS: http://purl.obolibrary.org/obo/OGMS_
#   PO: http://purl.obolibrary.org/obo/PO_
#   ICD10WHO: https://icd.who.int/browse10/2019/en#/
#   MA_2: 'http://www.informatics.jax.org/searches/AMA.cgi?id=MA:'
#   CLO: http://purl.obolibrary.org/obo/CLO_
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   FBdv: http://purl.obolibrary.org/obo/FBdv_
#   WBls: http://purl.obolibrary.org/obo/WBls_
#   ZFS: http://purl.obolibrary.org/obo/ZFS_
#   JAX: https://www.jax.org/strain/
#   RGD: https://rgd.mcw.edu/rgdweb/search/search.html?term=
#   IDOMAL: http://purl.obolibrary.org/obo/IDOMAL_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   HP_2: 'https://hpo.jax.org/app/browse/term/HP:'
#   DSSTox_Generic_SID: https://pubchem.ncbi.nlm.nih.gov/substance/
#   DSSTox_CID: https://pubchem.ncbi.nlm.nih.gov/compound/
#   MFOMD: http://purl.obolibrary.org/obo/MFOMD_
#   OBI: http://purl.obolibrary.org/obo/OBI_
#   GO: http://purl.obolibrary.org/obo/GO_
#   CMO: http://purl.obolibrary.org/obo/CMO_
#   coriell: http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=
#   SCTID_2010_1_31: http://snomed.info/id/
#   ATC_code: http://www.whocc.no/atc_ddd_index/?code=
#   IDO: http://purl.obolibrary.org/obo/IDO_
#   UniProt: https://purl.uniprot.org/uniprot/
#   MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#   ORDO: http://www.orpha.net/ORDO/Orphanet_
#   ERO: http://purl.obolibrary.org/obo/ERO_
#   BAO: http://bioportal.bioontology.org/ontologies/BAO/bao:BAO_
#   FBDV: http://purl.obolibrary.org/obo/FBdv_
#   FMA_2: 'https://www.ebi.ac.uk/ols/ontologies/fma/terms?obo_id=FMA:'
#   HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#   doi: http://dx.doi.org/
#   pubchem.compound: https://pubchem.ncbi.nlm.nih.gov/compound/
#   OAE: http://purl.obolibrary.org/obo/OAE_
#   snomedct: http://snomed.info/id/
#   uniprot.disease: https://www.uniprot.org/diseases/
#   Reactome: https://www.reactome.org/content/detail/
#   HMDB: http://www.hmdb.ca/metabolites/
#   MedGen: https://www.ncbi.nlm.nih.gov/medgen/
#   SYMP: http://purl.obolibrary.org/obo/SYMP_
#   OMIT: http://purl.obolibrary.org/obo/OMIT_
#   CHMO: http://purl.obolibrary.org/obo/CHMO_
#   PRIDE: http://purl.obolibrary.org/obo/PRIDE_
#   MEDGEN: https://www.ncbi.nlm.nih.gov/medgen/
#   CLO_2: https://www.ebi.ac.uk/ols/ontologies/clo/terms?short_form=CLO_
#   hpscreg: https://hpscreg.eu/cell-line/
#   jax: https://www.jax.org/strain/
#   ENM: http://purl.enanomapper.org/onto/ENM_
#   NPO: http://purl.bioontology.org/ontology/npo#NPO_
#   TXPO: http://purl.obolibrary.org/obo/TXPO_
#   Medgen: https://www.ncbi.nlm.nih.gov/medgen/
#   MGI: http://www.informatics.jax.org/accession/
#   PubChem: https://pubchem.ncbi.nlm.nih.gov/compound/
#   VT: http://purl.obolibrary.org/obo/VT_
#   PR: http://purl.obolibrary.org/obo/PR_
#   T3DB: http://www.t3db.org/toxins/
#   DERMO: http://purl.obolibrary.org/obo/DERMO_
subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
EFO_2:0000108	oboInOwl:hasDbXref	MAT:0000116	semapv:UnspecifiedMatching	obsolete_olfactory lobe	
EFO_2:0000108	oboInOwl:hasDbXref	NCIt:C22619	semapv:UnspecifiedMatching	obsolete_olfactory lobe	
EFO_2:0000108	oboInOwl:hasDbXref	ZFA:0000402	semapv:UnspecifiedMatching	obsolete_olfactory lobe	olfactory bulb
EFO_2:0000109	oboInOwl:hasDbXref	NCIt:C22622	semapv:UnspecifiedMatching	obsolete_CNS brain striatum MMHCC	
EFO_2:0000110	oboInOwl:hasDbXref	BTO:0001279	semapv:UnspecifiedMatching	obsolete_spinal cord	spinal cord
EFO_2:0000110	oboInOwl:hasDbXref	EHDAA:2863	semapv:UnspecifiedMatching	obsolete_spinal cord	
EFO_2:0000110	oboInOwl:hasDbXref	EMAPA:17577	semapv:UnspecifiedMatching	obsolete_spinal cord	spinal cord
EFO_2:0000110	oboInOwl:hasDbXref	FMA:7647	semapv:UnspecifiedMatching	obsolete_spinal cord	Spinal cord
EFO_2:0000110	oboInOwl:hasDbXref	MA:0000216	semapv:UnspecifiedMatching	obsolete_spinal cord	spinal cord
EFO_2:0000110	oboInOwl:hasDbXref	MAT:0000183	semapv:UnspecifiedMatching	obsolete_spinal cord	
EFO_2:0000110	oboInOwl:hasDbXref	TAO:0000075	semapv:UnspecifiedMatching	obsolete_spinal cord	
EFO_2:0000110	oboInOwl:hasDbXref	XAO:0000020	semapv:UnspecifiedMatching	obsolete_spinal cord	spinal cord
EFO_2:0000110	oboInOwl:hasDbXref	ZFA:0000075	semapv:UnspecifiedMatching	obsolete_spinal cord	spinal cord
EFO_2:0000173	oboInOwl:hasDbXref	DOID:3369	semapv:UnspecifiedMatching	obsolete_Ewing family tumor	Ewing sarcoma
EFO_2:0000173	oboInOwl:hasDbXref	MeSH:D012512	semapv:UnspecifiedMatching	obsolete_Ewing family tumor	
EFO_2:0000173	oboInOwl:hasDbXref	NCIt:C27291	semapv:UnspecifiedMatching	obsolete_Ewing family tumor	
EFO_2:0000173	oboInOwl:hasDbXref	NCIt:C4817	semapv:UnspecifiedMatching	obsolete_Ewing family tumor	
EFO_2:0000173	oboInOwl:hasDbXref	SNOMEDCT:76909002	semapv:UnspecifiedMatching	obsolete_Ewing family tumor	
EFO_2:0000174	oboInOwl:hasDbXref	DOID:0050608	semapv:UnspecifiedMatching	Ewing sarcoma	Askin's tumor
EFO_2:0000174	oboInOwl:hasDbXref	DOID:3369	semapv:UnspecifiedMatching	Ewing sarcoma	Ewing sarcoma
EFO_2:0000174	oboInOwl:hasDbXref	EFO_2:0000174	semapv:UnspecifiedMatching	Ewing sarcoma	Ewing sarcoma
EFO_2:0000174	oboInOwl:hasDbXref	GARD:0006390	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	MESH:D012512	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	MONDO:0012817	semapv:UnspecifiedMatching	Ewing sarcoma	Ewing sarcoma
EFO_2:0000174	oboInOwl:hasDbXref	MedDRA:10015560	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	NCIT:C4817	semapv:UnspecifiedMatching	Ewing sarcoma	Ewing Sarcoma
EFO_2:0000174	oboInOwl:hasDbXref	NCIT:C7542	semapv:UnspecifiedMatching	Ewing sarcoma	Askin Tumor
EFO_2:0000174	oboInOwl:hasDbXref	NCIT:C9341	semapv:UnspecifiedMatching	Ewing sarcoma	Peripheral Primitive Neuroectodermal Tumor
EFO_2:0000174	oboInOwl:hasDbXref	OMIM:612219	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	Orphanet:2677	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	Orphanet:319	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	UMLS:C0553580	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	UMLS:C0684337	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	UMLS:C0877849	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000174	oboInOwl:hasDbXref	UMLS:C3489398	semapv:UnspecifiedMatching	Ewing sarcoma	
EFO_2:0000178	oboInOwl:hasDbXref	DOID:10538	semapv:UnspecifiedMatching	gastric carcinoma	gastric fundus cancer
EFO_2:0000178	oboInOwl:hasDbXref	DOID:5517	semapv:UnspecifiedMatching	gastric carcinoma	stomach carcinoma
EFO_2:0000178	oboInOwl:hasDbXref	EFO_2:0000178	semapv:UnspecifiedMatching	gastric carcinoma	gastric carcinoma
EFO_2:0000178	oboInOwl:hasDbXref	MONDO:0004950	semapv:UnspecifiedMatching	gastric carcinoma	gastric carcinoma
EFO_2:0000178	oboInOwl:hasDbXref	NCIT:C4911	semapv:UnspecifiedMatching	gastric carcinoma	Gastric Carcinoma
EFO_2:0000178	oboInOwl:hasDbXref	OMIM:613659	semapv:UnspecifiedMatching	gastric carcinoma	
EFO_2:0000178	oboInOwl:hasDbXref	SCTID:187741001	semapv:UnspecifiedMatching	gastric carcinoma	
EFO_2:0000178	oboInOwl:hasDbXref	SCTID:92756002	semapv:UnspecifiedMatching	gastric carcinoma	
EFO_2:0000178	oboInOwl:hasDbXref	UMLS:C0153420	semapv:UnspecifiedMatching	gastric carcinoma	
EFO_2:0000178	oboInOwl:hasDbXref	UMLS:C0699791	semapv:UnspecifiedMatching	gastric carcinoma	
EFO_2:0000180	oboInOwl:hasDbXref	MedDRA:10068341	semapv:UnspecifiedMatching	HIV-1 infection	
EFO_2:0000180	oboInOwl:hasDbXref	NCIt:C14220	semapv:UnspecifiedMatching	HIV-1 infection	
EFO_2:0000180	oboInOwl:hasDbXref	OMIM:609423	semapv:UnspecifiedMatching	HIV-1 infection	
EFO_2:0000181	oboInOwl:hasDbXref	DOID:5520	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma
EFO_2:0000181	oboInOwl:hasDbXref	EFO_2:0000181	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma
EFO_2:0000181	oboInOwl:hasDbXref	MESH:C535575	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	
EFO_2:0000181	oboInOwl:hasDbXref	MESH:D000077195	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	
EFO_2:0000181	oboInOwl:hasDbXref	MONDO:0010150	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma
EFO_2:0000181	oboInOwl:hasDbXref	MedDRA:10060121	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	
EFO_2:0000181	oboInOwl:hasDbXref	NCIT:C34447	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	Head and Neck Squamous Cell Carcinoma
EFO_2:0000181	oboInOwl:hasDbXref	OMIM:275355	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	
EFO_2:0000181	oboInOwl:hasDbXref	Orphanet:67037	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	
EFO_2:0000181	oboInOwl:hasDbXref	SCTID:716659002	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	
EFO_2:0000181	oboInOwl:hasDbXref	UMLS:C1168401	semapv:UnspecifiedMatching	head and neck squamous cell carcinoma	
EFO_2:0000182	oboInOwl:hasDbXref	DOID:684	semapv:UnspecifiedMatching	hepatocellular carcinoma	hepatocellular carcinoma
EFO_2:0000182	oboInOwl:hasDbXref	DOID:686	semapv:UnspecifiedMatching	hepatocellular carcinoma	liver carcinoma
EFO_2:0000182	oboInOwl:hasDbXref	EFO_2:0000182	semapv:UnspecifiedMatching	hepatocellular carcinoma	hepatocellular carcinoma
